company,title,pros,cons
Salesforce,"Great benefits and learning opportunities, but tough quotas",Great benefits with lots to learn and a great sales structure.,Hard quotas!!! But overall such a good company to learn from.
Salesforce,"Remote-friendly with interesting problems, but culture is average","remote friendly, interesting problems to solve",Work has been ok and culture has been okayish
Salesforce,Good work life balance,You would get good work life balance,The division I worked was using legacy code
Salesforce,"Great benefits and learning opportunities, but tough quotas",Great benefits with lots to learn and a great sales structure.,Hard quotas!!! But overall such a good company to learn from.
Salesforce,"Remote-friendly with interesting problems, but culture is average","remote friendly, interesting problems to solve",Work has been ok and culture has been okayish
Salesforce,Good work life balance,You would get good work life balance,The division I worked was using legacy code
Salesforce,"Great benefits and learning opportunities, but tough quotas",Great benefits with lots to learn and a great sales structure.,Hard quotas!!! But overall such a good company to learn from.
Salesforce,"Remote-friendly with interesting problems, but culture is average","remote friendly, interesting problems to solve",Work has been ok and culture has been okayish
Salesforce,Good work life balance,You would get good work life balance,The division I worked was using legacy code
Salesforce,"Great benefits and learning opportunities, but tough quotas",Great benefits with lots to learn and a great sales structure.,Hard quotas!!! But overall such a good company to learn from.
Salesforce,"Remote-friendly with interesting problems, but culture is average","remote friendly, interesting problems to solve",Work has been ok and culture has been okayish
Salesforce,Good work life balance,You would get good work life balance,The division I worked was using legacy code
Salesforce,"Great benefits and learning opportunities, but tough quotas",Great benefits with lots to learn and a great sales structure.,Hard quotas!!! But overall such a good company to learn from.
Salesforce,"Remote-friendly with interesting problems, but culture is average","remote friendly, interesting problems to solve",Work has been ok and culture has been okayish
Salesforce,Good work life balance,You would get good work life balance,The division I worked was using legacy code
Salesforce,"Great benefits and learning opportunities, but tough quotas",Great benefits with lots to learn and a great sales structure.,Hard quotas!!! But overall such a good company to learn from.
Salesforce,"Remote-friendly with interesting problems, but culture is average","remote friendly, interesting problems to solve",Work has been ok and culture has been okayish
Salesforce,Good work life balance,You would get good work life balance,The division I worked was using legacy code
Salesforce,Salary,"Good
Professional
Work place is nice","Bad Environment
Politics
No recognition
No HR"
Salesforce,"Remote-friendly with interesting problems, but culture is average","remote friendly, interesting problems to solve",Work has been ok and culture has been okayish
Salesforce,Good work life balance,You would get good work life balance,The division I worked was using legacy code
Salesforce,"Great benefits and learning opportunities, but tough quotas",Great benefits with lots to learn and a great sales structure.,Hard quotas!!! But overall such a good company to learn from.
Salesforce,"Remote-friendly with interesting problems, but culture is average","remote friendly, interesting problems to solve",Work has been ok and culture has been okayish
Salesforce,Good work life balance,You would get good work life balance,The division I worked was using legacy code
